Flight Level,Latitude,Longitude
-0.019719118565450305,37.62882733053974,-122.39249580138953
0.008972752465458258,37.627132110393845,-122.40462556260097
330.01780977622104,40.51539441800369,-118.76627178645276
330.0063684638309,43.064077680942304,-115.17597395017961
329.9989899592573,45.29014661162435,-111.59409417600682
330.02410465722596,47.28896339679545,-107.98769348665292
330.013402721585,49.02352046384124,-104.3936655727775
330.00325065662287,50.54300482176246,-100.79555254607155
329.9753474997283,51.88668331553128,-97.19322063141004
330.0133765150075,53.01944291066957,-93.59724151945935
330.01515741529875,54.013193312025706,-90.00381910097622
350.00977242614766,55.16134273487948,-86.66414863135977
350.00050642712085,56.154783246900294,-83.34523345010557
349.99279680728165,57.01562672073012,-79.99325613506795
350.0027579897535,57.76571673523027,-76.68264213319286
349.998573643509,58.43440258896606,-73.3476250121022
349.99663742109726,58.99368976508542,-70.00004734385233
329.99957755706794,59.57716550417526,-67.59532150623713
330.0103759906547,60.09739310002852,-65.15525187137426
330.00188271083795,60.58847253648991,-62.53862281321871
329.98960172241317,61.05675772669504,-60.272858047354056
330.0044875048239,61.460348278577825,-57.99738458601261
329.992311100855,61.78426312639731,-54.0137358361162
330.00102284405796,61.997127594935804,-49.99693990969126
330.00431124911427,62.422354272453475,-46.6594913232682
329.9987103149128,62.753870382033654,-43.325607001628796
330.0043450870973,63.02556403314601,-39.987767540834774
329.9946144599187,63.0717267978906,-36.66639927258197
329.99523586332674,63.07155993494673,-33.34763413844041
329.99145973589594,62.99843108493427,-29.998003257219494
350.0096722870143,63.079658698393885,-26.67288654780963
350.0080760934287,63.07237078477356,-23.328420891598967
350.001889900482,63.01071687940458,-20.002464688800906
349.9829523290269,63.08320463319991,-16.67086141953888
349.991143784275,63.063834495476826,-13.345476736967296
349.99976247165216,62.992900601435544,-9.988697577330337
349.9953751622273,63.087013111261356,-6.669311504667091
349.9958639951267,63.09136726387625,-3.3440914416866456
349.9907378300072,62.99630287020857,0.004569664727544081
349.99304041723235,62.26705550777623,5.980438153435029
350.00311270478113,61.912310199412275,8.451391114061565
369.99883899924276,61.15067577772092,12.726218397857227
369.993813782877,60.7575688877667,14.330366393450088
370.00819478217113,60.40477683052006,15.518198720664406
370.0051412431822,60.06174315352976,16.36100754316334
369.97919429367363,59.82640356446927,16.98819334132765
370.00297788675596,59.726542846149485,17.395293886409846
369.99464480806245,59.520529720261024,18.198911953042764
369.9997225832125,59.41172747239868,18.699469812816503
370.0176533133509,59.33115498873942,19.1341783160688
370.0071972171381,59.198777260684665,19.567331964229165
370.0040596286442,58.90460967645627,20.950826153043582
369.9945227932592,58.69025803244426,22.59771487835744
