time,roll_commanded,roll_measured,pitch_commanded,pitch_measured,yaw_commanded,yaw_measured,label,wind_estimation_linear_x,wind_estimation_linear_y,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,airspeed,groundspeed,throttle,altitude,climb
2018-09-11 16:03:18.846103907,41.9500007629,37.3013114929,-20.079999923699997,-21.0012950897,25.0,-35.5745239258,False,0.49634221709799997,1.07857153511,-0.0119670504425,-0.350184049424,-0.772559086031,-0.529509565374,0.099484667182,-0.147398293018,-0.205262422562,-2.67721545,0.81395195,11.434553900000001,0.0,20.897920608499998,0.0399999991059,437.679992676,-5.90029573441
2018-09-11 16:03:18.900468111,41.969997406,37.3013114929,-20.079999923699997,-21.0012950897,26.0,-35.5745239258,False,0.49837493211097367,1.0848305830917446,-0.015334025152533388,-0.3489854853373923,-0.7687135814001669,-0.5353916986011936,0.09425938821001102,-0.13663198041369198,-0.20578127325811352,-2.691442459766277,0.702722600918197,11.368592309265443,0.0,20.883363962555592,0.0399999991059,437.35818934892484,-5.784088900574174
2018-09-11 16:03:18.973826647,42.0200004578,36.277606964099995,-20.1000003815,-20.6317996979,26.0,-27.971660614,False,0.5004076471239474,1.0910896310734892,-0.018700999862566778,-0.34778692125078464,-0.7648680767693339,-0.5412738318283873,0.08903410923802203,-0.12586566780938396,-0.20630012395422703,-2.705669469532554,0.591493251836394,11.302630718530885,0.0,20.868807316611182,0.0399999991059,437.03638602184975,-5.667882066738347
2018-09-11 16:03:19.000311852,42.0400009155,36.277606964099995,-20.0900001526,-20.6317996979,26.0,-27.971660614,False,0.5024403621369211,1.0973486790552338,-0.022067974572600166,-0.34658835716417696,-0.7610225721385008,-0.547155965055581,0.08380883026603306,-0.11509935520507597,-0.20681897465034058,-2.7198964792988316,0.480263902754591,11.236669127796327,0.0,20.854250670666776,0.0399999991059,436.7145826947746,-5.551675232902521
2018-09-11 16:03:19.027113914,42.090000152600005,36.277606964099995,-20.0699996948,-20.6317996979,27.0,-27.971660614,False,0.5044730771498949,1.1036077270369784,-0.025434949282633554,-0.3453897930775693,-0.7571770675076678,-0.5530380982827746,0.07858355129404407,-0.10433304260076795,-0.2073378253464541,-2.7341234890651087,0.36903455367278803,11.17070753706177,0.0,20.83969402472237,0.0399999991059,436.3927793676995,-5.4354683990666945
2018-09-11 16:03:19.068367720,42.159999847399995,36.277606964099995,-20.0299987793,-20.6317996979,27.0,-27.971660614,False,0.5065057921628685,1.109866775018723,-0.028801923992666942,-0.3441912289909616,-0.7533315628768347,-0.5589202315099682,0.0733582723220551,-0.09356672999645993,-0.2078566760425676,-2.748350498831386,0.257805204590985,11.104745946327213,0.0,20.825137378777963,0.0399999991059,436.0709760406244,-5.319261565230868
2018-09-11 16:03:19.136312485,42.2299995422,36.277606964099995,-20.079999923699997,-20.6317996979,27.0,-27.971660614,False,0.5085385071758423,1.1161258230004676,-0.03216889870270033,-0.3429926649043539,-0.7494860582460016,-0.5648023647371618,0.06813299335006612,-0.08280041739215192,-0.20837552673868112,-2.762577508597663,0.14657585550918206,11.038784355592655,0.0,20.810580732833554,0.0399999991059,435.7491727135492,-5.203054731395041
2018-09-11 16:03:19.170052052,42.2299995422,36.277606964099995,-20.1000003815,-20.6317996979,27.0,-27.971660614,False,0.510571222188816,1.122384870982212,-0.03553587341273372,-0.3417941008177462,-0.7456405536151686,-0.5706844979643555,0.06290771437807713,-0.07203410478784392,-0.20889437743479464,-2.77680451836394,0.03534650642737913,10.972822764858098,0.0,20.796024086889147,0.0399999991059,435.42736938647414,-5.086847897559215
2018-09-11 16:03:19.235710621,42.219997406,36.277606964099995,-20.1199989319,-20.6317996979,28.0,-27.971660614,False,0.5126039372017897,1.1286439189639565,-0.03804579254707863,-0.3417996319720901,-0.7415443967629081,-0.5759402267473421,0.06947067782954991,-0.06435372679184458,-0.2122574491377529,-2.7764443409015027,0.019744273622704443,10.93171341903172,0.0,20.78355032296778,0.0399999991059,435.1617591103089,-5.044139231580668
2018-09-11 16:03:19.259643078,42.2299995422,36.277606964099995,-20.170000076300003,-20.6317996979,28.0,-27.971660614,False,0.5146366522147634,1.1349029669457011,-0.039361028151675956,-0.3434835989168514,-0.7370988459050216,-0.58032278569901,0.09246573678039365,-0.06097495461348765,-0.21958519254722203,-2.7557505085141907,0.13744044532554248,10.925246596410684,0.0,20.773979970351252,0.0399999991059,434.9744785414725,-5.103882557160751
