time,roll_commanded,roll_measured,pitch_commanded,pitch_measured,yaw_commanded,yaw_measured,label,wind_estimation_linear_x,wind_estimation_linear_y,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,airspeed,groundspeed,throttle,altitude,climb
2018-07-21 00:58:24.589447021,44.819999694799996,-13.5468463898,-6.30999994278,-7.14274072647,-44.0,-84.1689682007,False,-0.17082829500900001,-3.5848927771300008,0.0007176126118280001,-0.139650140369,-0.98938812513,-0.0401056252855,0.802229464054,-0.232096731663,0.052951496094500006,-1.55925735,0.2941995,15.9848395,23.1060962677,22.8210296631,0.0,419.649993896,-0.012366770766700001
2018-07-21 00:58:24.623008490,44.840000152600005,-13.5468463898,-6.2899999618499995,-7.14274072647,-44.0,-84.1689682007,False,-0.1749833405785399,-3.585081443041336,-0.0033130691389911425,-0.15008309726783492,-0.9872966950001955,-0.04253461907652918,0.7454027926892954,-0.22729768911271286,0.014799334272171207,-1.5900251334123223,0.38650285023696684,15.387431705410743,23.068024081640324,22.754479947638387,0.0,419.7532691046868,0.2480820915146103
2018-07-21 00:58:24.690536022,44.86999893189999,-13.5468463898,-4.65999984741,-7.14274072647,-44.0,-84.1689682007,False,-0.17913838614807978,-3.5852701089526704,-0.007343750889810285,-0.16051605416666984,-0.985205264870391,-0.04496361286755837,0.6885761213245908,-0.22249864656242574,-0.023352827550157593,-1.6207929168246444,0.47880620047393374,14.790023910821485,23.02995189558065,22.687930232176775,0.0,419.8565443133736,0.5085309537959206
2018-07-21 00:58:24.736152649,44.8799972534,-13.5468463898,-4.63999986649,-7.14274072647,-44.0,-84.1689682007,False,-0.18329343171761966,-3.5854587748640054,-0.011374432640629427,-0.17094901106550475,-0.9831138347405866,-0.047392606658587556,0.6317494499598862,-0.21769960401213861,-0.061504989372486385,-1.6515607002369668,0.5711095507109005,14.192616116232227,22.991879709520973,22.621380516715167,0.0,419.95981952206046,0.7689798160772309
2018-07-21 00:58:24.805542946,44.8799972534,16.0395507812,-2.99000000954,-0.7231782674789999,-44.0,-85.4593734741,False,-0.18744847728715958,-3.58564744077534,-0.015405114391448569,-0.18138196796433964,-0.981022404610782,-0.04982160044961675,0.5749227785951816,-0.2129005614618515,-0.09965715119481519,-1.682328483649289,0.6634129009478674,13.59520832164297,22.953807523461297,22.554830801253555,0.0,420.06309473074725,1.0294286783585413
2018-07-21 00:58:24.860965490,44.8799972534,16.0395507812,-1.33999991417,-0.7231782674789999,-44.0,-85.4593734741,False,-0.19160352285669946,-3.585836106686675,-0.019435796142267713,-0.19181492486317456,-0.9789309744809775,-0.05225059424064593,0.518096107230477,-0.20810151891156436,-0.137809313017144,-1.7130962670616114,0.7557162511848343,12.997800527053712,22.91573533740162,22.488281085791943,0.0,420.16636993943405,1.2898775406398517
2018-07-21 00:58:24.899241209,44.8799972534,16.0395507812,-1.32999992371,-0.7231782674789999,-44.0,-85.4593734741,False,-0.19575856842623934,-3.58602477259801,-0.023466477893086854,-0.20224788176200947,-0.976839544351173,-0.05467958803167512,0.4612694358657725,-0.20330247636127724,-0.17596147483947278,-1.7438640504739336,0.8480196014218011,12.400392732464454,22.877663151341945,22.42173137033033,0.0,420.26964514812084,1.5503264029211619
2018-07-21 00:58:24.960477352,44.86999893189999,16.0395507812,0.28000000119199997,-0.7231782674789999,-44.0,-85.4593734741,False,-0.19991361399577923,-3.5862134385093447,-0.027497159643905995,-0.21268083866084436,-0.9747481142213685,-0.057108581822704306,0.4044427645010679,-0.19850343381099012,-0.2141136366618016,-1.774631833886256,0.9403229516587679,11.802984937875197,22.83959096528227,22.35518165486872,0.0,420.37292035680764,1.8107752652024722
2018-07-21 00:58:25.054058790,44.8600006104,16.0395507812,0.310000002384,-0.7231782674789999,-44.0,-85.4593734741,False,-0.2040686595653191,-3.5864021044206797,-0.03158514772401485,-0.22189251434244706,-0.9724671333209575,-0.06124608468584139,0.36611378602530176,-0.19533542212946445,-0.24020311754273935,-1.7752980044233806,0.9301909625592418,11.412694210979463,22.780717117518172,22.283557463981833,0.0,420.4908548504913,1.9762137787439178
2018-07-21 00:58:25.108189344,43.819999694799996,25.5312290192,-0.34999999404,1.8836219310799998,-44.0,-82.6727523804,False,-0.208223705134859,-3.586590770332015,-0.0357793501213417,-0.22884060845762794,-0.9698348298715771,-0.06855022074297157,0.36206932454196444,-0.1951904417995225,-0.24393504323058177,-1.7201723924763033,0.7302003703791471,11.406284256101895,22.683288465732943,22.202527995367063,0.0,420.6359595706777,1.9655555252244075
