Flight Level,Latitude,Longitude
-0.019627827566722253,37.616272018749974,-122.37318342744372
-0.01291371078325387,37.61414556916753,-122.38141522127401
330.00418334023016,43.15630902976542,-118.65796339282876
329.9993488321712,47.71922400613292,-114.93532799308994
329.99701625770825,51.52374727805477,-111.18794037034706
330.0053222801181,54.66815624206444,-107.4736901841512
329.9972977457612,57.305188210823516,-103.73346527205697
330.00211753221464,59.514788442764655,-100.00099403465023
330.0084475849511,61.45144880651687,-96.66855232504614
329.97581715149585,63.09757207500136,-93.32614687132954
330.0074178712656,64.49313882039863,-89.9952675308718
350.0020542995258,65.64139200035075,-86.66172511643434
349.9709125521443,66.65000185671086,-83.33560911523091
349.99451850621807,67.5056237055156,-79.98474309222112
349.9916021708441,67.91089449484917,-76.66056287443737
350.00823906663425,68.22914229940217,-73.33019334716465
349.9982177836455,68.4921926192793,-69.98868859176883
350.0135069331077,68.69223114265523,-67.33163091613726
350.00946279639567,68.83843037461419,-64.62642645454052
349.99513042169406,68.95674472687747,-61.92110952622548
350.0116285980013,68.9992952959741,-60.00098068270044
350.0046751555997,69.05979175031263,-56.64815368607334
350.002888242719,69.04793994908734,-53.34123839335887
350.00097199555915,69.00567735342663,-50.001942528915016
349.9974161705653,69.05254548351577,-46.67965680994081
349.9964990757087,69.04570897392016,-43.343311566983836
350.00137119201247,69.00890132355141,-39.994998927898614
349.9921699099022,68.74250348128761,-36.66106076687852
349.9865971448967,68.39310825747998,-33.32121538511037
350.01176284231246,68.00891496852772,-30.001663844608295
350.0082928117582,67.74627916816947,-26.67200893575691
349.99240213943267,67.41692496697712,-23.332406996172402
350.0154645906564,66.99671599215077,-20.002376731806986
350.00558755423526,66.43519647635486,-16.66429097606412
349.9881087215965,65.76324911414669,-13.339263697172294
350.01030499705075,65.00975683793031,-9.999642170270105
350.0114353882831,64.4392134420762,-6.6693466872874865
349.9962992506237,63.76931977100539,-3.331508454421491
349.99547334522134,62.986842499365586,-0.006027623232017083
350.0054208354029,62.24530711788178,5.932865351316375
349.9973340377301,61.903543981236325,8.42621305148245
370.0149197702078,61.15021188602922,12.725395516135302
369.9988484143979,60.74954717251128,14.339261739174507
370.00194438801253,60.4166674567542,15.53020496354187
369.99989785476987,60.075640149602876,16.387028695413143
370.0019482095506,59.83864103627651,17.00838020536406
370.00087947815916,59.71819650616186,17.40805979005883
369.98052504109455,59.54763070784539,18.221253196377273
370.00200376192754,59.435454919713614,18.710638098915226
370.00698874568474,59.321341019201306,19.15123172358684
369.98404962553155,59.23985909035296,19.57202739159327
369.99972158012656,58.89193058215294,20.928853099202577
369.9982259591855,58.697037699504094,22.597783812138683
370.0004182006291,58.57359426907325,23.26561872378996
370.00536287356476,58.417688157774414,24.48323200455651
370.00456229293286,58.35181861092297,24.897213126545473
369.98827389371024,58.19203822829281,25.75752150947708
369.99505041017676,57.822736462151155,27.557267956761233
369.99348917710154,57.808762302418494,27.591077191646306
370.01398397147716,57.60480560166607,28.207662398247308
369.99812484715983,57.231157512245986,29.271171173351043
370.01524469348345,56.934995685908184,30.120346278913395
370.01108101522857,56.719887373656086,30.717228378172234
369.9932156548131,56.545735897617696,31.070115082443692
369.99499660930644,56.170021742284455,32.12055315977285
369.99668978193193,55.84410618580157,32.94031784922151
370.00761100886706,55.44494847543125,33.7515106199845
336.99241363165373,55.340021140969135,33.98510112563655
329.9900279691211,55.14797783915251,34.394346148523994
330.0171301183626,55.0057638696116,34.68163822677716
329.99277623416424,54.758619595580285,35.21253525166781
362.0082040089841,54.746960544040036,36.1835329734389
369.99839812685934,54.73403991646582,36.628066372578
369.98703538846877,54.61453087863886,37.32997031014767
369.9907824563659,54.49167357539557,37.72579435620623
369.9940604569688,54.33969422491896,38.23278735685765
370.0075900829303,53.74014978041026,38.515119083629926
370.0178810263061,52.383803526187364,38.92708643669149
370.01116106840124,51.73183255078266,40.18740960673622
370.00554762919325,51.50817725645393,40.276457451722216
370.0081339080383,50.77651203214381,40.577608600133615
370.00879911085593,50.18377092761312,41.84690538020475
369.99299938089507,49.26951850578979,43.69679331283776
377.99341179373346,49.07543886913515,43.922914470927076
385.01515797984536,48.77394202502105,44.341865885121145
390.0113873191439,48.38075388221583,44.74041018429652
389.99268684808885,48.010543995953206,45.12332078185849
390.0035788125242,46.939058275270305,46.142640103168304
389.99788275797795,46.208221907136966,46.86366811449926
390.014673783439,45.93327943363359,47.069313523837536
389.9910260487917,45.704332777769395,47.19220577063273
389.9964382221295,45.35898389561626,47.44302834141186
389.99680461269156,44.54061328595662,47.99629051284133
389.98498142713356,44.345839190702954,48.1083909334801
390.0069605299258,43.86682526151076,48.418124601671956
389.99748584283697,43.209415269953155,48.87134079089598
389.99923592317407,42.39905407284432,49.54416391998507
390.0051610705084,41.151337320558795,49.989331062930646
390.0057349463021,40.47165408769757,50.05996869150986
389.996832416896,39.855148872101616,50.288733644814606
389.9937391013848,38.88025112551818,50.68712473076936
390.01138766428244,37.99097227458436,51.00302669080254
390.0027572178295,36.66521593478021,51.48387828869154
389.9907322732443,35.93267806528164,51.792358929858835
389.9860893214632,34.84152962294245,52.27355369984398
389.9918941893993,33.54317744736469,53.72705269708013
390.0050764620031,32.85326287531793,53.96630838728564
390.00585829028347,32.38916206551318,54.106196287114955
389.99398243282803,31.914441224199418,54.285616601690876
389.99954305486557,31.456817249436867,54.554272806182496
390.00299356638163,30.7675690279328,54.94784654462641
